filename,plate,confidence,status
T1_160558_GA123____Unknown.jpg,GA123,0.99,ok
T1_161118_ZAA841L____Unknown.jpg,ZAA841L,0.97,ok
T1_161536_AB607G____Unknown.jpg,AB6076,0.98,ok
T1_162403_PK206____Unknown.jpg,PK206,1.00,ok
T1_162837_ZJ282____Unknown.jpg,ZJ282,1.00,ok
T1_163948_UG757____Unknown.jpg,UG757,1.00,ok
T1_164009_KD057____Unknown.jpg,KD057,0.97,ok
T1_164148_YD612____Unknown.jpg,YD612,0.98,ok
T1_164217_HA162____Unknown.jpg,HA162,0.96,ok
T1_164401_ZR058____Unknown.jpg,ZR058,0.97,ok
T1_164654_YZ720____Unknown.jpg,YZ720,0.94,ok
T1_164824_RV098____Unknown.jpg,RVG98,0.98,ok
T1_165207_JS242____Unknown.jpg,S24242,0.89,ok
T1_165530_KS440____Unknown.jpg,KS440,0.99,ok
T1_165610_ZPA554____Unknown.jpg,ZMA554,0.99,ok
T1_165837_PP008____Unknown.jpg,PP00,0.97,ok
T1_165910_LE360____Unknown.jpg,LE360,0.98,ok
T1_170044_ZG384____Unknown.jpg,ZG384,0.94,ok
T1_170317_NS852____Unknown.jpg,NS852,1.00,ok
T1_170444_AA350D____Unknown.jpg,AA350D,0.94,ok
T1_170531_MA346____Unknown.jpg,MA346,1.00,ok
T1_171025_ZVK622____Unknown.jpg,ZVK622,0.99,ok
T1_171047_SY416____Unknown.jpg,SV416,0.97,ok
T1_172127_UJ235____Unknown.jpg,UJ235,0.99,ok
T1_172416_ZR718____Unknown.jpg,ZR718,1.00,ok
T1_172500_LR557____Unknown.jpg,LR557,1.00,ok
T1_172652_ZAA249B____Unknown.jpg,ZAA249B,0.93,ok
T1_172822_ZYK334____Unknown.jpg,ZVK334,0.93,ok
T1_172906_RY466____Unknown.jpg,RY466,1.00,ok
T1_172954_ZP476____Unknown.jpg,ZP476,1.00,ok
T1_173021_NP800____Unknown.jpg,NP800,0.91,ok
T1_173155_AB691M____Unknown.jpg,AB691M,0.98,ok
T1_173426_NR163____Unknown.jpg,NR163,0.99,ok
T1_173439_SK960____Unknown.jpg,SK960,0.98,ok
T1_173647_UR048____Unknown.jpg,UR048,0.95,ok
T1_173648_NV101____Unknown.jpg,NV101,0.97,ok
T1_173721_AB979L____Unknown.jpg,AB979L,0.99,ok
T1_174033_UN223____Unknown.jpg,UN223,0.99,ok
T1_174436_PC191____Unknown.jpg,PC191,1.00,ok
T1_175059_KD497____Unknown.jpg,KD497,0.98,ok
T1_175110_GA123____Unknown.jpg,GA123,0.97,ok
T1_175116_YN716____Unknown.jpg,YN716,1.00,ok
T1_175231_PR557____Unknown.jpg,PR557,0.99,ok
T1_175347_AA140M____Unknown.jpg,AA14GM,0.96,ok
T1_175713_KS385____Unknown.jpg,KS385,1.00,ok
T1_180036_YN716____Unknown.jpg,YN716,0.98,ok
T1_180113_RM324____Unknown.jpg,RM324,1.00,ok
T1_180730_RS629____Unknown.jpg,RS629,0.99,ok
T1_181052_VT693____Unknown.jpg,VT693,1.00,ok
T1_181443_AA350D____Unknown.jpg,AA350D,0.98,ok
T1_181520_ZZ107____Unknown.jpg,35ZZ107,0.99,ok
T1_181737_ZY034____Unknown.jpg,ZY034,0.99,ok
T1_181900_PE149____Unknown.jpg,PE149,0.98,ok
T1_182112_ZJ282____Unknown.jpg,ZJ282,1.00,ok
T1_182740_NP109____Unknown.jpg,NP109,0.97,ok
T1_183209_LS227____Unknown.jpg,LS227,1.00,ok
T1_183425_MH987____Unknown.jpg,MH987,1.00,ok
T1_184605_AA955B____Unknown.jpg,AA9558,0.99,ok
T1_184740_SU658____Unknown.jpg,SU658,0.99,ok
T1_184820_MM837____Unknown.jpg,MM837,0.99,ok
T1_184840_PK206____Unknown.jpg,PK206,0.99,ok
T1_184920_PIU674____Unknown.jpg,MU674,0.97,ok
T1_185311_LH444____Unknown.jpg,LH444,0.92,ok
T1_185352_NY548____Unknown.jpg,NY548,0.96,ok
T1_185631_UZ770____Unknown.jpg,UZ770,0.93,ok
T1_185708_KD497____Unknown.jpg,KD497,0.98,ok
T1_185919_UZ770____Unknown.jpg,UZ770,0.99,ok
T1_190115_AB548C____Unknown.jpg,AB548C,1.00,ok
T1_190204_AB878B____Unknown.jpg,878B,0.98,ok
T1_190253_PE149____Unknown.jpg,PE149,0.96,ok
T1_190346_MP123____Unknown.jpg,MP123,1.00,ok
T1_190409_PE611____Unknown.jpg,PE611,0.92,ok
T1_190445_VU081____Unknown.jpg,VU081,0.93,ok
T1_190553_SK960____Unknown.jpg,SK960,0.91,ok
T1_190602_LH458____Unknown.jpg,LH458,1.00,ok
T1_190647_UR821____Unknown.jpg,UR821,0.93,ok
T1_190748_SA316____Unknown.jpg,SA316,0.98,ok
T1_190801_SB803____Unknown.jpg,SB803,0.98,ok
T1_190852_ZR058____Unknown.jpg,ZR058,0.93,ok
T1_190922_PE149____Unknown.jpg,PE149,1.00,ok
T1_191013_YJ618____Unknown.jpg,VJ618,0.94,ok
T1_191310_YA062____Unknown.jpg,YA062,0.98,ok
T1_191517_LU711____Unknown.jpg,LOZED,0.95,ok
T1_191658_PY449____Unknown.jpg,PY449,0.97,ok
T1_191724_AA913C____Unknown.jpg,AA913C,1.00,ok
T1_191812_LH098____Unknown.jpg,LH098,0.93,ok
T1_191819_YR120____Unknown.jpg,YR120,0.93,ok
T1_192013_PL580____Unknown.jpg,PL580,0.95,ok
T1_192128_JS086____Unknown.jpg,JSG86,0.88,ok
T1_192214_ZH941____Unknown.jpg,ZH941,1.00,ok
T1_192247_PP216____Unknown.jpg,PP216,0.99,ok
T1_192313_SA316____Unknown.jpg,SA316,1.00,ok
T1_192534_AB539N____Unknown.jpg,AB539N,1.00,ok
T1_192901_SA544____Unknown.jpg,SA544,0.93,ok
T1_193011_HZ569____Unknown.jpg,HZ569,0.93,ok
T1_193053_YD574____Unknown.jpg,YD574,1.00,ok
T1_193122_AA379A____Unknown.jpg,379A,0.90,ok
T1_193149_VD093____Unknown.jpg,VD093,0.97,ok
T1_193229_KV821____Unknown.jpg,EV828,0.98,ok
T1_193532_ZYM819____Unknown.jpg,ZYM819,0.96,ok
T1_194119_PN911____Unknown.jpg,PN211,0.96,ok
T1_194139_AA347D____Unknown.jpg,347D,0.97,ok
T1_194206_NZ276____Unknown.jpg,NZ276,1.00,ok
T1_194400_AA648B____Unknown.jpg,M,0.78,ok
T1_194608_VE687____Unknown.jpg,VE687,0.99,ok
T1_194656_UZ489____Unknown.jpg,UZ489,0.98,ok
T1_195014_UL967____Unknown.jpg,UL967,0.97,ok
T1_195049_ZA925____Unknown.jpg,ZA925,1.00,ok
T1_195054_ZG055____Unknown.jpg,26065,0.84,ok
T1_195103_AB396N____Unknown.jpg,PAB396N,0.97,ok
T1_195341_SA055____Unknown.jpg,SADES,0.76,ok
T1_195401_YE771____Unknown.jpg,VEZA,0.73,ok
T1_195444_VV035____Unknown.jpg,LVITES,0.66,ok
T1_195652_ZV906____Unknown.jpg,ZV966,0.95,ok
T1_195844_SL567____Unknown.jpg,SL567,1.00,ok
T1_195858_PP216____Unknown.jpg,PP214,0.85,ok
T1_195924_RL022____Unknown.jpg,RL022,0.99,ok
T1_200146_YZ739____Unknown.jpg,VZ739,0.88,ok
T1_200534_AA691G____Unknown.jpg,691G,0.96,ok
T1_200623_SF316____Unknown.jpg,SF316,0.99,ok
T1_200713_YE837____Unknown.jpg,YE837,0.90,ok
T1_200921_PA809____Unknown.jpg,PA809,0.99,ok
T1_201023_ZA463____Unknown.jpg,2A431,0.65,ok
T1_201148_AA077N____Unknown.jpg,AAC77N,0.85,ok
T1_201150_VJ346____Unknown.jpg,VJ346,1.00,ok
T1_201202_ZU770____Unknown.jpg,ZU770,0.90,ok
T1_201305_PP216____Unknown.jpg,PP214,0.91,ok
T1_201347_VF662____Unknown.jpg,VF662,1.00,ok
T1_201506_SD111____Unknown.jpg,ITSDAY,0.81,ok
T1_201624_SD439____Unknown.jpg,SW439,0.82,ok
T1_201630_YC090____Unknown.jpg,VC090,0.91,ok
T1_201711_VC415____Unknown.jpg,VG435,0.70,ok
T1_201740_NC153____Unknown.jpg,NC153,1.00,ok
T1_201950_MY034____Unknown.jpg,18Y064,0.62,ok
T1_202101_PG649____Unknown.jpg,PGG641,0.75,ok
T1_202354_VA475____Unknown.jpg,MA4PLE,0.65,ok
T1_202402_NG963____Unknown.jpg,,0.0,error
T1_202601_ZYM819____Unknown.jpg,ZYM819,0.93,ok
T1_202622_YN636____Unknown.jpg,VING34,0.86,ok
T1_202626_PT384____Unknown.jpg,LPF372,0.57,ok
T1_202846_AB084B____Unknown.jpg,ABG84B,0.95,ok
T1_203215_YC090____Unknown.jpg,VC090,0.96,ok
T1_203220_RS870____Unknown.jpg,RS87G,0.87,ok
T1_203239_LG721____Unknown.jpg,LG721,0.85,ok
T1_203241_AA439G____Unknown.jpg,439G,0.91,ok
T1_203357_AA407L____Unknown.jpg,407L,0.98,ok
T1_203413_VS200____Unknown.jpg,VS200,0.99,ok
T1_203414_HK997____Unknown.jpg,HK997,0.89,ok
T1_203426_AB181C____Unknown.jpg,181C,0.95,ok
T1_203545_PE149____Unknown.jpg,PE149,1.00,ok
T1_203610_RN878____Unknown.jpg,RN878,0.99,ok
T1_203614_MN370____Unknown.jpg,MN370,0.97,ok
T1_203653_ZY185____Unknown.jpg,ZV18,0.86,ok
T1_203959_ZF412____Unknown.jpg,ZF412,1.00,ok
T1_204009_ND295____Unknown.jpg,ND295,0.99,ok
T1_204015_AA381N____Unknown.jpg,AA381N,1.00,ok
T1_204140_MM608____Unknown.jpg,MM608,0.91,ok
T1_204145_ZM565____Unknown.jpg,ZM565,0.99,ok
T1_204329_ZB621____Unknown.jpg,ZB624,0.88,ok
T1_204522_ZP010____Unknown.jpg,ZP010,0.96,ok
T1_204653_YA967____Unknown.jpg,VA967,0.93,ok
T1_204913_MS624____Unknown.jpg,MS624,1.00,ok
T1_205008_JM305____Unknown.jpg,JM305,0.99,ok
T1_205035_ZJ507____Unknown.jpg,ZAMER,0.63,ok
T1_205544_SM802____Unknown.jpg,SM802,0.98,ok
T1_205609_ND655____Unknown.jpg,ND655,0.99,ok
T1_205753_YT615____Unknown.jpg,TAYT615,0.78,ok
T1_205825_RF637____Unknown.jpg,RF637,1.00,ok
T1_210042_NT806____Unknown.jpg,NT806,0.97,ok
T1_210100_PZ419____Unknown.jpg,ZPZ419,1.00,ok
T1_210132_AB161K____Unknown.jpg,AB161K,0.99,ok
T1_210347_YY957____Unknown.jpg,YY957,0.98,ok
T1_210425_MT661____Unknown.jpg,MT661,0.98,ok
T1_210800_VE067____Unknown.jpg,VEG67,0.95,ok
T1_211034_MN115____Unknown.jpg,MN115,1.00,ok
T1_211041_NC153____Unknown.jpg,NC153,1.00,ok
T1_211241_YV131____Unknown.jpg,VV131,0.96,ok
T1_211254_UT064____Unknown.jpg,UT064,0.92,ok
T1_211412_VS041____Unknown.jpg,4,0.81,ok
T1_212343_PE149____Unknown.jpg,PE149,0.99,ok
T1_212425_VS010____Unknown.jpg,VS010,0.97,ok
T1_212526_JZ435____Unknown.jpg,JZ435,1.00,ok
T1_212757_VH744____Unknown.jpg,VH744,0.91,ok
T1_213004_ZC120____Unknown.jpg,ZC120,1.00,ok
T1_213116_SK246____Unknown.jpg,SK246,1.00,ok
T1_213711_AA853Y____Unknown.jpg,BBBY,0.64,ok
T1_213732_YY416____Unknown.jpg,YY416,0.95,ok
T1_214111_VK768____Unknown.jpg,VK768,0.99,ok
T1_214144_VB035____Unknown.jpg,VB035,0.99,ok
T1_214200_VM919____Unknown.jpg,VM919,0.85,ok
T1_214450_UK627____Unknown.jpg,UK627,0.98,ok
T1_214518_AA427Y____Unknown.jpg,427Y,0.82,ok
T1_214647_MAE017____Unknown.jpg,MAE017,0.97,ok
T1_214730_NK734____Unknown.jpg,NXV11314,0.92,ok
T1_215059_ZB327____Unknown.jpg,ZB327,0.98,ok
T1_215606_YJ305____Unknown.jpg,ZVJ305,0.94,ok
T1_215908_YV131____Unknown.jpg,YV131,0.99,ok
T1_220222_PE149____Unknown.jpg,PE149,0.97,ok
T1_220435_RU928____Unknown.jpg,RU928,0.98,ok
T1_220500_VC411____Unknown.jpg,VC411,0.99,ok
T1_220520_AB846K____Unknown.jpg,AB846K,1.00,ok
T1_220542_YR089____Unknown.jpg,YRG89,0.92,ok
T1_220644_SF171____Unknown.jpg,SF171,0.98,ok
T1_220726_RN340____Unknown.jpg,RN50,0.71,ok
T1_220834_HH234____Unknown.jpg,HH234,0.99,ok
T1_221407_LG972____Unknown.jpg,LG972,0.91,ok
T1_221426_YD424____Unknown.jpg,YD424,1.00,ok
T1_221842_LN036____Unknown.jpg,LN036,0.98,ok
T1_222147_YB822____Unknown.jpg,YB822,0.96,ok
T1_222422_PP505____Unknown.jpg,PP505,0.99,ok
T1_222436_YK797____Unknown.jpg,YK797,0.93,ok
T1_222642_KZH816____Unknown.jpg,KZH816,0.95,ok
T1_223250_YF579____Unknown.jpg,YF579,0.99,ok
T1_224129_GD740____Unknown.jpg,GD740,0.98,ok
T1_224316_PC829____Unknown.jpg,PC829,0.99,ok
T1_224608_ZY034____Unknown.jpg,ZY034,0.98,ok
T1_225134_PN280____Unknown.jpg,PN280,0.98,ok
T1_225157_SY943____Unknown.jpg,SY943,0.92,ok
T1_231237_SZ499____Unknown.jpg,SZ499,0.98,ok
T1_231400_AA113V____Unknown.jpg,AA113V,0.89,ok
T1_231600_PK903____Unknown.jpg,PK903,1.00,ok
T1_231853_AB437A____Unknown.jpg,M,0.64,ok
T1_232108_RC304____Unknown.jpg,RC304,0.99,ok
T1_234026_AB122N____Unknown.jpg,122N,0.96,ok
T1_235618_AA256H____Unknown.jpg,AA258H,0.65,ok
T2_000123_YA967____Unknown.jpg,VA967,0.98,ok
T2_000335_CH442____Unknown.jpg,LN849,1.00,ok
T2_001410_YP716____Unknown.jpg,YN716,0.99,ok
T2_001527_YP761____Unknown.jpg,YN716,0.99,ok
T2_001736_AA113V____Unknown.jpg,AA113V,0.98,ok
T2_001753_AB437A____Unknown.jpg,437A,0.93,ok
T2_004240_PL411____Unknown.jpg,ML411,0.99,ok
T2_004553_AA304S____Unknown.jpg,8G4S,0.77,ok
T2_005948_AA256H____Unknown.jpg,AA256H,0.98,ok
T2_011053_RN340____Unknown.jpg,RN340,1.00,ok
T2_011228_RC304____Unknown.jpg,RC304,0.99,ok
T2_011950_YN124____Unknown.jpg,VN142,0.99,ok
T2_012550_YP411____Unknown.jpg,VN142,0.93,ok
T2_013019_BZ620____Unknown.jpg,AB262L,1.00,ok
T2_033318_PH677____Unknown.jpg,PH6771,0.86,ok
T2_073301_RZ367____Unknown.jpg,RZ367,1.00,ok
T2_081012_PP216____Unknown.jpg,PP216,0.99,ok
T2_081408_PP216____Unknown.jpg,PP216,0.99,ok
T2_081526_PP216____Unknown.jpg,PP216,1.00,ok
T2_081545_PP216____Unknown.jpg,PP216,1.00,ok
T2_084850_MD575____Unknown.jpg,MD575,0.99,ok
T2_085314_YB851____Unknown.jpg,YB851,0.94,ok
T2_091126_JE806____Unknown.jpg,JE806,0.98,ok
T2_091851_JR300____Unknown.jpg,JR300,0.99,ok
T2_094308_MG396____Unknown.jpg,MG396,0.95,ok
T2_094449_UD874____Unknown.jpg,UD874,1.00,ok
T2_101910_YE164____Unknown.jpg,YE164,0.98,ok
T2_102401_YG041____Unknown.jpg,YG041,0.93,ok
T2_103223_GE969____Unknown.jpg,GE969,1.00,ok
T2_103710_UD874____Unknown.jpg,UD874,1.00,ok
T2_104202_VY215____Unknown.jpg,VY215,0.99,ok
T2_104241_KZ207____Unknown.jpg,KZ207,0.95,ok
T2_105224_ZF910____Unknown.jpg,ZF910,0.99,ok
T2_105712_JJ318____Unknown.jpg,JJ318,0.91,ok
T2_105809_PT963____Unknown.jpg,PT963,1.00,ok
T2_105952_AA680K____Unknown.jpg,AA680K,0.90,ok
T2_110305_RS664____Unknown.jpg,RS664,0.97,ok
T2_110341_ZC322____Unknown.jpg,ZC322,0.99,ok
T2_111136_AA965T____Unknown.jpg,AA965T,0.95,ok
T2_111319_NR007____Unknown.jpg,NROOT,0.91,ok
T2_111739_RL094____Unknown.jpg,RL094,0.99,ok
T2_112203_VT011____Unknown.jpg,VT011,0.97,ok
T2_113059_AB271C____Unknown.jpg,AB271C,1.00,ok
T2_113228_LL215____Unknown.jpg,LL215,0.95,ok
T2_113444_VZ222____Unknown.jpg,VZ225,0.98,ok
T2_113636_visitor.jpg,HZ734,1.00,ok
T2_114119_ZAA423D____Unknown.jpg,ZAA423D,1.00,ok
T2_115252_UF386____Unknown.jpg,UF386,0.99,ok
T2_115858_LN375____Unknown.jpg,LN375,1.00,ok
T2_120202_ZC352____Unknown.jpg,ZC352,1.00,ok
T2_120234_RE686____Unknown.jpg,RE686,1.00,ok
T2_120434_AA689B____Unknown.jpg,689B,0.96,ok
T2_120741_UP039____Unknown.jpg,UP039,0.98,ok
T2_120756_JE806____Unknown.jpg,JE806,1.00,ok
T2_120900_NS642____Unknown.jpg,NS642,0.98,ok
T2_121032_YH287____Unknown.jpg,YH287,0.95,ok
T2_121214_AA339L____Unknown.jpg,AA339L,1.00,ok
T2_121455_MF766____Unknown.jpg,MF766,1.00,ok
T2_121637_FA114____Unknown.jpg,PA167,1.00,ok
T2_121645_NKD424____Unknown.jpg,NKT424,0.98,ok
T2_121818_GA650____Unknown.jpg,GA650,0.93,ok
T2_122105_MZ394____Unknown.jpg,MZ394,0.99,ok
T2_122215_MV882____Unknown.jpg,MV882,0.92,ok
T2_122806_ZNH459____Unknown.jpg,ZNH459,1.00,ok
T2_123115_AB769E____Unknown.jpg,AB769E,0.94,ok
T2_123137_ZZS745____Unknown.jpg,ZZS745,1.00,ok
T2_123258_YZ959____Unknown.jpg,YZ959,0.97,ok
T2_123614_NY074____Unknown.jpg,NY074,0.99,ok
T2_123814_LE360____Unknown.jpg,LE360,1.00,ok
T2_123906_VF888____Unknown.jpg,VF888,0.97,ok
T2_124130_PH850____Unknown.jpg,PH850,1.00,ok
T2_124338_MY974____Unknown.jpg,MY974,0.99,ok
T2_124412_VB786____Unknown.jpg,VB786,0.99,ok
T2_124626_ZZU421____Unknown.jpg,ZZU421,1.00,ok
T2_124720_UY587____Unknown.jpg,UY587,0.99,ok
T2_124955_ZZL433____Unknown.jpg,ZZL433,1.00,ok
T2_125000_NP853____Unknown.jpg,NP853,0.99,ok
T2_125516_YD437____Unknown.jpg,YD437,0.91,ok
T2_125846_YC888____Unknown.jpg,YC888,0.98,ok
T2_130242_KD497____Unknown.jpg,KD497,0.93,ok
T2_130256_PC908____Unknown.jpg,PC908,0.97,ok
T2_130440_ZUT365____Unknown.jpg,ZUT365,0.99,ok
T2_130448_YT319____Unknown.jpg,VT319,0.97,ok
T2_130713_LJ947____Unknown.jpg,LJ947,0.99,ok
T2_131007_VF062____Unknown.jpg,VF062,1.00,ok
T2_131141_VK531____Unknown.jpg,VK531,1.00,ok
T2_131200_MS658____Unknown.jpg,MS658,0.95,ok
T2_131202_RR603____Unknown.jpg,RR603,1.00,ok
T2_131311_VE566____Unknown.jpg,VE566,1.00,ok
T2_131317_MS101____Unknown.jpg,MS101,0.96,ok
T2_131319_AB726G____Unknown.jpg,AB7266,0.96,ok
T2_131337_UD874____Unknown.jpg,UD874,0.99,ok
T2_131338_YT319____Unknown.jpg,VT319,0.93,ok
T2_131446_AB099M____Unknown.jpg,LABM,0.89,ok
T2_131638_AB982F____Unknown.jpg,AB982F,0.99,ok
T2_131929_AA808Z____Unknown.jpg,AA808Z,0.99,ok
T2_132228_PE869____Unknown.jpg,PE869,0.98,ok
T2_132228_SB165____Unknown.jpg,SB165,1.00,ok
T2_132232_MT604____Unknown.jpg,MT604,0.98,ok
T2_132257_PA809____Unknown.jpg,PA809,0.97,ok
T2_132847_YA613____Unknown.jpg,YA613,0.96,ok
T2_132915_VV386____Unknown.jpg,VV386,0.99,ok
T2_133020_SU054____Unknown.jpg,SUG54,0.92,ok
T2_133036_VU441____Unknown.jpg,VU441,0.88,ok
T2_133117_ZU677____Unknown.jpg,ZU677,0.99,ok
T2_133132_UH672____Unknown.jpg,UH672,0.99,ok
T2_133144_JR168____Unknown.jpg,JR168,0.99,ok
T2_133340_MR009____Unknown.jpg,MR009,0.98,ok
T2_133650_PH121____Unknown.jpg,PH121,1.00,ok
T2_133725_SD714____Unknown.jpg,SD714,1.00,ok
T2_133916_RG317____Unknown.jpg,RG317,0.99,ok
T2_133922_SL562____Unknown.jpg,SL562,1.00,ok
T2_134039_AB794C____Unknown.jpg,794C,0.98,ok
T2_134141_PA167____Unknown.jpg,PA167,1.00,ok
T2_134205_EP753____Unknown.jpg,EP753,0.99,ok
T2_134233_ZSE691____Unknown.jpg,ZSE691,1.00,ok
T2_134243_SP105____Unknown.jpg,SP105,0.99,ok
T2_134253_UF386____Unknown.jpg,UF386,1.00,ok
T2_134419_GU705____Unknown.jpg,GU705,0.99,ok
T2_134648_MP262____Unknown.jpg,MP262,0.91,ok
T2_134649_UA294____Unknown.jpg,UA294,0.96,ok
T2_134743_RN388____Unknown.jpg,RN388,1.00,ok
T2_134856_UT989____Unknown.jpg,UT989,0.96,ok
T2_134903_RT290____Unknown.jpg,LRT290,0.79,ok
T2_134949_SZ461____Unknown.jpg,SZ461,0.98,ok
T2_135112_GK004____Unknown.jpg,GK004,0.98,ok
T2_135125_RS315____Unknown.jpg,RS315,1.00,ok
T2_135218_SZ461____Unknown.jpg,SZ461,0.99,ok
T2_135240_PET253____Unknown.jpg,PET253,0.94,ok
T2_135254_AA403D____Unknown.jpg,AA403D,0.99,ok
T2_135309_PYB251____Unknown.jpg,PYBPYB251,0.88,ok
T2_135410_SM081____Unknown.jpg,SMG81,0.90,ok
T2_135430_MKN402____Unknown.jpg,MXN402,0.94,ok
T2_135433_AA403D____Unknown.jpg,AA403D,0.98,ok
T2_135449_AB262F____Unknown.jpg,AB262F,1.00,ok
T2_135527_AB962M____Unknown.jpg,M,0.28,ok
T2_135739_SG122____Unknown.jpg,SG122,0.99,ok
T2_135908_UF401____Unknown.jpg,UF401,0.99,ok
T2_140207_SJ783____Unknown.jpg,SJ783,1.00,ok
T2_140307_PA167____Unknown.jpg,PA167,0.99,ok
T2_140450_ZAA585H____Unknown.jpg,IZAA,0.89,ok
T2_140457_ZP620____Unknown.jpg,ZP620,0.99,ok
T2_140531_YP798____Unknown.jpg,YP798,0.99,ok
T2_140627_AB026F____Unknown.jpg,ABF,0.91,ok
T2_140717_AB026F____Unknown.jpg,026F,0.88,ok
T2_140739_PZT905____Unknown.jpg,PZT905,0.93,ok
T2_140803_ZAA585H____Unknown.jpg,585H,0.96,ok
T2_140835_UE660____Unknown.jpg,UE660,0.99,ok
T2_140921_YL259____Unknown.jpg,VL259,0.98,ok
T2_141115_ZJ278____Unknown.jpg,ZJ278,0.99,ok
T2_141244_AB717D____Unknown.jpg,717D,0.97,ok
T2_141604_LY143____Unknown.jpg,LY143,0.93,ok
T2_141736_NR909____Unknown.jpg,NR909,0.98,ok
T2_141901_AA403D____Unknown.jpg,AA403D,0.99,ok
T2_142039_ZAA819K____Unknown.jpg,819K,0.94,ok
T2_142111_SC614____Unknown.jpg,SC614,1.00,ok
T2_142655_AA359Z____Unknown.jpg,3592,0.98,ok
T2_142657_LR006____Unknown.jpg,LR006,1.00,ok
T2_142847_JR300____Unknown.jpg,JR300,0.99,ok
T2_142903_VV015____Unknown.jpg,VV015,0.98,ok
T2_143029_TRY043____Unknown.jpg,TRV0437,0.89,ok
T2_143429_JJ939____Unknown.jpg,JJ939,0.99,ok
T2_143603_LZ398____Unknown.jpg,LZ398,0.95,ok
T2_143612_FJ393____Unknown.jpg,JJ939,0.95,ok
T2_143759_JJ939____Unknown.jpg,JJ939,0.98,ok
T2_143843_ZAA053N____Unknown.jpg,ZAA,0.89,ok
T2_143929_HN850____Unknown.jpg,HN850,0.99,ok
T2_143936_JJ939____Unknown.jpg,JJ939,0.91,ok
T2_144019_ZB930____Unknown.jpg,ZB930,0.98,ok
T2_144021_YZ375____Unknown.jpg,YZ375,0.99,ok
T2_144311_SL829____Unknown.jpg,SL829,0.97,ok
T2_144421_AA212Y____Unknown.jpg,AA212V,0.93,ok
T2_144632_PU508____Unknown.jpg,PU508,0.97,ok
T2_144649_HN850____Unknown.jpg,HN850,0.91,ok
T2_144716_PU508____Unknown.jpg,PU508,0.95,ok
T2_144815_LZ444____Unknown.jpg,LZ444,0.86,ok
T2_144851_PD225____Unknown.jpg,PD225,1.00,ok
T2_145219_AA853Y____Unknown.jpg,H,0.41,ok
T2_145314_AA441F____Unknown.jpg,AA441F,0.99,ok
T2_145348_VS842____Unknown.jpg,VS842,1.00,ok
T2_145425_UD874____Unknown.jpg,UD874,1.00,ok
T2_145425_ZH588____Unknown.jpg,ZH588,1.00,ok
T2_145637_RG184____Unknown.jpg,RG184,0.98,ok
T2_145646_JR300____Unknown.jpg,JR300,0.99,ok
T2_145702_AA359Z____Unknown.jpg,359Z,0.97,ok
T2_145754_ZVK503____Unknown.jpg,ZVK503,1.00,ok
T2_150041_ZVF364____Unknown.jpg,ZVF364,1.00,ok
T2_150159_PB861____Unknown.jpg,PB861,1.00,ok
T2_150230_PMA492____Unknown.jpg,PMA492,0.93,ok
T2_150343_SN929____Unknown.jpg,SN929,1.00,ok
T2_150423_PC601____Unknown.jpg,PC601,0.98,ok
T2_150445_RL471____Unknown.jpg,RL471,0.97,ok
T2_150622_AA359Z____Unknown.jpg,359Z,0.93,ok
T2_150659_PA167____Unknown.jpg,PA167,1.00,ok
T2_150724_RG184____Unknown.jpg,RG184,0.99,ok
T2_150747_AB075N____Unknown.jpg,AB075N,0.95,ok
T2_150748_YC380____Unknown.jpg,VC380,0.88,ok
T2_150926_UG135____Unknown.jpg,UG135,1.00,ok
T2_151141_ZAA951B____Unknown.jpg,ZAA,0.89,ok
T2_151148_ZU153____Unknown.jpg,ZU153,0.99,ok
T2_151313_JK446____Unknown.jpg,JK446,1.00,ok
T2_151318_MS739____Unknown.jpg,MS739,0.98,ok
T2_151812_HD386____Unknown.jpg,HD386,1.00,ok
T2_151838_ZJ247____Unknown.jpg,ZJ247,1.00,ok
T2_151938_NS988____Unknown.jpg,NS988,0.98,ok
T2_152056_ZE384____Unknown.jpg,ZE384,1.00,ok
T2_152156_AA693T____Unknown.jpg,AA693T,0.99,ok
T2_152218_MM098____Unknown.jpg,MM098,0.99,ok
T2_152410_TEH268____Unknown.jpg,TEH268,0.93,ok
T2_152629_RC307____Unknown.jpg,RC307,0.99,ok
T2_152730_UF386____Unknown.jpg,UF386,0.98,ok
T2_152802_PU508____Unknown.jpg,PU508,0.98,ok
T2_152816_AB166G____Unknown.jpg,AB166G,0.99,ok
T2_152942_AB717D____Unknown.jpg,0,0.60,ok
T2_153000_TNH811____Unknown.jpg,TNHEL2,0.76,ok
T2_153234_UF386____Unknown.jpg,UF386,0.99,ok
T2_153457_NR909____Unknown.jpg,NR909,0.99,ok
T2_153611_AB735J____Unknown.jpg,AB735J,0.96,ok
T2_153707_JR233____Unknown.jpg,JR233,0.97,ok
T2_153708_KN831____Unknown.jpg,JR233,0.99,ok
T2_153720_PJ034____Unknown.jpg,PJ034,1.00,ok
T2_153751_RZ565____Unknown.jpg,RZ565,1.00,ok
T2_153758_AA133J____Unknown.jpg,133357,0.81,ok
T2_153804_YS181____Unknown.jpg,VS181,0.97,ok
T2_153858_PJ311____Unknown.jpg,PJ311,0.99,ok
T2_153906_ZU297____Unknown.jpg,ZU297,0.99,ok
T2_154017_LR047____Unknown.jpg,LR047,0.98,ok
T2_154129_ZVB971____Unknown.jpg,ZVB971,1.00,ok
